"Agriculture Year",District,Crop,"Area Growth",Unit1,"Production Growth",Unit2,"Productivity Growth",Unit3
1998-99,Kozhikode,Arecanut,0.5,Percent,-8.37,Percent,-8.87,Percent
1998-99,Kozhikode,Banana,22.4,Percent,3.62,Percent,-15.35,Percent
1998-99,Kozhikode,"Betel leaves",-19.23,Percent,-19.24,Percent,-0.01,Percent
1998-99,Kozhikode,Cardamom,,Percent,,Percent,,Percent
1998-99,Kozhikode,Cashew,-10.75,Percent,-7.42,Percent,3.68,Percent
1998-99,Kozhikode,Cloves,59.38,Percent,50,Percent,-6.35,Percent
1998-99,Kozhikode,Cocoa,-14.98,Percent,-6.94,Percent,9.46,Percent
1998-99,Kozhikode,Coconut,5.82,Percent,7.53,Percent,1.62,Percent
1998-99,Kozhikode,Ginger,7.21,Percent,7.2,Percent,,Percent
1998-99,Kozhikode,Jack,-7.46,Percent,63.16,Percent,76.24,Percent
1998-99,Kozhikode,Mango,1.89,Percent,1.89,Percent,-0.09,Percent
1998-99,Kozhikode,Nutmeg,15.38,Percent,15.15,Percent,-0.39,Percent
1998-99,Kozhikode,Paddy,-14.33,Percent,-18.86,Percent,-5.29,Percent
1998-99,Kozhikode,Pappaya,-14.64,Percent,-14.68,Percent,,Percent
1998-99,Kozhikode,Pepper,11.76,Percent,32.74,Percent,19.05,Percent
1998-99,Kozhikode,Pineapple,18.39,Percent,44.7,Percent,22.23,Percent
1998-99,Kozhikode,Plantain,3.95,Percent,6.45,Percent,2.4,Percent
1998-99,Kozhikode,Rubber,0.34,Percent,1.27,Percent,0.99,Percent
1998-99,Kozhikode,Tapioca,22.03,Percent,34.03,Percent,9.84,Percent
1998-99,Kozhikode,Turmeric,46.67,Percent,64.4,Percent,12.11,Percent
1998-99,Malappuram,Arecanut,-0.71,Percent,-30.68,Percent,-30.17,Percent
1998-99,Malappuram,Banana,-9.2,Percent,-20.09,Percent,-11.99,Percent
1998-99,Malappuram,"Betel leaves",14.96,Percent,14.96,Percent,,Percent
1998-99,Malappuram,Cardamom,,Percent,,Percent,,Percent
1998-99,Malappuram,Cashew,-6.1,Percent,-3.98,Percent,2.2,Percent
1998-99,Malappuram,Cloves,26.32,Percent,50,Percent,18.87,Percent
1998-99,Malappuram,Cocoa,-28.57,Percent,-63.64,Percent,-49.14,Percent
1998-99,Malappuram,Coconut,-3.5,Percent,-5.36,Percent,-1.93,Percent
1998-99,Malappuram,Ginger,-7.6,Percent,-7.51,Percent,0.12,Percent
1998-99,Malappuram,Jack,4.92,Percent,13.64,Percent,8.28,Percent
1998-99,Malappuram,Mango,6.52,Percent,6.52,Percent,,Percent
1998-99,Malappuram,Nutmeg,8.54,Percent,7.84,Percent,-0.39,Percent
1998-99,Malappuram,Paddy,-17.69,Percent,-12.37,Percent,6.47,Percent
1998-99,Malappuram,Pappaya,0.41,Percent,0.41,Percent,,Percent
1998-99,Malappuram,Pepper,-9.35,Percent,-5.76,Percent,4.52,Percent
1998-99,Malappuram,Pineapple,-11.76,Percent,2.58,Percent,16.29,Percent
1998-99,Malappuram,Plantain,12.3,Percent,-5.42,Percent,-15.78,Percent
1998-99,Malappuram,Rubber,1.91,Percent,6.13,Percent,4.12,Percent
1998-99,Malappuram,Tapioca,-8.5,Percent,-10.96,Percent,-2.69,Percent
1998-99,Malappuram,Tea,,Percent,,Percent,,Percent
1998-99,Malappuram,Turmeric,14.9,Percent,-30.69,Percent,-39.7,Percent
1998-99,Palakkad,Arecanut,3.97,Percent,-32.69,Percent,-35.28,Percent
1998-99,Palakkad,Banana,12.08,Percent,3.21,Percent,-7.91,Percent
1998-99,Palakkad,"Betel leaves",,Percent,,Percent,,Percent
1998-99,Palakkad,Cardamom,-0.71,Percent,-7.89,Percent,-6.25,Percent
1998-99,Palakkad,Cashew,4.31,Percent,26.24,Percent,20.83,Percent
1998-99,Palakkad,Cloves,-42.86,Percent,-50,Percent,-12.63,Percent
1998-99,Palakkad,Cocoa,52.38,Percent,,Percent,-34.5,Percent
1998-99,Palakkad,Coconut,-7.13,Percent,-18.14,Percent,-11.87,Percent
1998-99,Palakkad,Coffee,,Percent,-9.76,Percent,-9.75,Percent
1998-99,Palakkad,Ginger,-21.54,Percent,-21.54,Percent,-0.03,Percent
1998-99,Palakkad,Jack,-9.85,Percent,23.08,Percent,36.55,Percent
1998-99,Palakkad,Mango,-2.25,Percent,-2.25,Percent,,Percent
1998-99,Palakkad,Nutmeg,-32.99,Percent,-32,Percent,1.55,Percent
1998-99,Palakkad,Paddy,-11.04,Percent,-9.41,Percent,1.84,Percent
1998-99,Palakkad,Pappaya,-9.04,Percent,-9.04,Percent,,Percent
1998-99,Palakkad,Pepper,11.86,Percent,-2.13,Percent,-12.06,Percent
1998-99,Palakkad,Pineapple,-20.16,Percent,-20.08,Percent,0.11,Percent
1998-99,Palakkad,Plantain,9.43,Percent,37.35,Percent,25.51,Percent
1998-99,Palakkad,Rubber,1.51,Percent,7.39,Percent,5.81,Percent
1998-99,Palakkad,Tapioca,-6.28,Percent,5.13,Percent,12.18,Percent
1998-99,Palakkad,Tea,,Percent,3.27,Percent,3.25,Percent
1998-99,Palakkad,Turmeric,19.12,Percent,-4.68,Percent,-19.98,Percent
1998-99,Pathanamthitta,Arecanut,-7.95,Percent,-16.62,Percent,-9.45,Percent
1998-99,Pathanamthitta,Banana,-19.67,Percent,-22.86,Percent,-3.97,Percent
1998-99,Pathanamthitta,"Betel leaves",25.42,Percent,25.42,Percent,,Percent
1998-99,Pathanamthitta,Cardamom,,Percent,17.95,Percent,16.95,Percent
1998-99,Pathanamthitta,Cashew,-11.62,Percent,-31.81,Percent,-22.74,Percent
1998-99,Pathanamthitta,Cloves,6.02,Percent,,Percent,-5.56,Percent
1998-99,Pathanamthitta,Cocoa,-20.25,Percent,-26.91,Percent,-8.41,Percent
1998-99,Pathanamthitta,Coconut,-0.28,Percent,-2.48,Percent,-2.21,Percent
1998-99,Pathanamthitta,Ginger,-17.83,Percent,-17.87,Percent,-0.04,Percent
1998-99,Pathanamthitta,Jack,-6.62,Percent,-29.41,Percent,-24.41,Percent
1998-99,Pathanamthitta,Mango,-8.06,Percent,-8.06,Percent,-0.01,Percent
1998-99,Pathanamthitta,Nutmeg,-17.81,Percent,-17.86,Percent,,Percent
1998-99,Pathanamthitta,Paddy,-9.31,Percent,5.03,Percent,15.83,Percent
1998-99,Pathanamthitta,Pappaya,0.41,Percent,0.41,Percent,,Percent
1998-99,Pathanamthitta,Pepper,-10.82,Percent,-14.43,Percent,-3.99,Percent
1998-99,Pathanamthitta,Pineapple,7.53,Percent,17.71,Percent,9.46,Percent
1998-99,Pathanamthitta,Plantain,-3.43,Percent,-12.48,Percent,-9.37,Percent
1998-99,Pathanamthitta,Rubber,0.3,Percent,2.67,Percent,2.33,Percent
1998-99,Pathanamthitta,Tapioca,-8.01,Percent,8.46,Percent,17.9,Percent
1998-99,Pathanamthitta,Tea,,Percent,,Percent,,Percent
1998-99,Pathanamthitta,Turmeric,-5.41,Percent,-36.11,Percent,-32.44,Percent
1998-99,Thiruvananthapuram,Arecanut,15.34,Percent,-0.22,Percent,-13.52,Percent
1998-99,Thiruvananthapuram,Banana,19.95,Percent,-7.38,Percent,-22.78,Percent
1998-99,Thiruvananthapuram,"Betel leaves",37.04,Percent,37.03,Percent,,Percent
1998-99,Thiruvananthapuram,Cashew,12.91,Percent,38.51,Percent,22.65,Percent
1998-99,Thiruvananthapuram,Cloves,-3.85,Percent,,Percent,4.69,Percent
1998-99,Thiruvananthapuram,Cocoa,-16.77,Percent,-21.05,Percent,-5.08,Percent
1998-99,Thiruvananthapuram,Coconut,8.26,Percent,7.56,Percent,-0.64,Percent
1998-99,Thiruvananthapuram,Ginger,-25.93,Percent,-25.88,Percent,0.07,Percent
1998-99,Thiruvananthapuram,Jack,1.67,Percent,28,Percent,25.9,Percent
1998-99,Thiruvananthapuram,Mango,13.48,Percent,13.48,Percent,,Percent
1998-99,Thiruvananthapuram,Nutmeg,-29.31,Percent,-26.67,Percent,3.47,Percent
1998-99,Thiruvananthapuram,Paddy,-15.57,Percent,-9.8,Percent,6.84,Percent
1998-99,Thiruvananthapuram,Pappaya,10.88,Percent,10.88,Percent,,Percent
1998-99,Thiruvananthapuram,Pepper,13.95,Percent,9.17,Percent,-3.99,Percent
1998-99,Thiruvananthapuram,Pineapple,-8.51,Percent,-0.35,Percent,8.92,Percent
1998-99,Thiruvananthapuram,Plantain,-10.73,Percent,-22.53,Percent,-13.23,Percent
1998-99,Thiruvananthapuram,Rubber,1.75,Percent,1.93,Percent,0.18,Percent
1998-99,Thiruvananthapuram,Tapioca,5.46,Percent,13.27,Percent,7.41,Percent
1998-99,Thiruvananthapuram,Tea,,Percent,-2.14,Percent,-2.06,Percent
1998-99,Thiruvananthapuram,Turmeric,75,Percent,63.92,Percent,-6.35,Percent
1998-99,Thrissur,Arecanut,1.36,Percent,-11.16,Percent,-12.38,Percent
1998-99,Thrissur,Banana,-3.36,Percent,-7.05,Percent,-3.82,Percent
1998-99,Thrissur,"Betel leaves",-19.12,Percent,-19.12,Percent,,Percent
1998-99,Thrissur,Cashew,-0.66,Percent,-40.47,Percent,-40.09,Percent
1998-99,Thrissur,Cloves,12.9,Percent,25,Percent,9.23,Percent
1998-99,Thrissur,Cocoa,12.2,Percent,130.23,Percent,105.34,Percent
1998-99,Thrissur,Coconut,5.89,Percent,8.76,Percent,2.72,Percent
1998-99,Thrissur,Ginger,-8.91,Percent,-8.81,Percent,0.1,Percent
1998-99,Thrissur,Jack,5.46,Percent,120,Percent,108.64,Percent
1998-99,Thrissur,Mango,-1.4,Percent,-1.4,Percent,,Percent
1998-99,Thrissur,Nutmeg,16.76,Percent,16.61,Percent,,Percent
1998-99,Thrissur,Paddy,-4.3,Percent,-10.6,Percent,-6.57,Percent
1998-99,Thrissur,Pappaya,2.05,Percent,2.06,Percent,0.02,Percent
1998-99,Thrissur,Pepper,-0.46,Percent,3.26,Percent,3.45,Percent
1998-99,Thrissur,Pineapple,-13.29,Percent,-2.86,Percent,12.04,Percent
1998-99,Thrissur,Plantain,1.35,Percent,35.61,Percent,33.79,Percent
1998-99,Thrissur,Rubber,1.41,Percent,2.25,Percent,0.86,Percent
1998-99,Thrissur,Tapioca,-14.39,Percent,-24.26,Percent,-11.53,Percent
1998-99,Thrissur,Tea,,Percent,,Percent,,Percent
1998-99,Thrissur,Turmeric,-3.33,Percent,-43.58,Percent,-41.62,Percent
1998-99,Wayanad,Arecanut,3.51,Percent,-26.5,Percent,-28.91,Percent
1998-99,Wayanad,Banana,2.99,Percent,-6.06,Percent,-8.78,Percent
1998-99,Wayanad,Cardamom,,Percent,-6.51,Percent,-5.77,Percent
1998-99,Wayanad,Cashew,7.87,Percent,-37.86,Percent,-42.44,Percent
1998-99,Wayanad,Cloves,-30,Percent,,Percent,43,Percent
1998-99,Wayanad,Cocoa,2.44,Percent,-30.43,Percent,-32.09,Percent
1998-99,Wayanad,Coconut,4.95,Percent,-3.85,Percent,-8.38,Percent
1998-99,Wayanad,Coffee,,Percent,2.27,Percent,2.28,Percent
1998-99,Wayanad,Ginger,1.56,Percent,1.56,Percent,-0.03,Percent
1998-99,Wayanad,Jack,6.63,Percent,-15.79,Percent,-21.02,Percent
1998-99,Wayanad,Mango,1.73,Percent,1.73,Percent,,Percent
1998-99,Wayanad,Nutmeg,-31.25,Percent,-40,Percent,-12.78,Percent
1998-99,Wayanad,Paddy,-12.74,Percent,-12.69,Percent,0.05,Percent
1998-99,Wayanad,Pappaya,-6.29,Percent,-6.29,Percent,,Percent
1998-99,Wayanad,Pepper,10.91,Percent,105.39,Percent,85.25,Percent
1998-99,Wayanad,Pineapple,34.21,Percent,12.56,Percent,-16.14,Percent
1998-99,Wayanad,Plantain,21.19,Percent,24.71,Percent,2.9,Percent
1998-99,Wayanad,Rubber,3.17,Percent,7.5,Percent,4.14,Percent
1998-99,Wayanad,Tapioca,-13.24,Percent,6.29,Percent,22.51,Percent
1998-99,Wayanad,Tea,0.4,Percent,-2.64,Percent,-3.02,Percent
1998-99,Wayanad,Turmeric,16.57,Percent,63.13,Percent,39.93,Percent
1999-00,Alappuzha,Arecanut,11.66,Percent,36.16,Percent,21.83,Percent
1999-00,Alappuzha,Banana,65.43,Percent,20.59,Percent,-27.11,Percent
1999-00,Alappuzha,"Betel leaves",16.67,Percent,16.67,Percent,,Percent
1999-00,Alappuzha,Cashew,1.01,Percent,67.42,Percent,65.64,Percent
1999-00,Alappuzha,Cloves,-22.22,Percent,,Percent,26.79,Percent
1999-00,Alappuzha,Cocoa,-25.53,Percent,-27.46,Percent,-2.56,Percent
1999-00,Alappuzha,Coconut,4.52,Percent,15.63,Percent,10.62,Percent
1999-00,Alappuzha,Ginger,5.04,Percent,48.66,Percent,41.55,Percent
1999-00,Alappuzha,Jack,-3.42,Percent,-18.18,Percent,-15.29,Percent
1999-00,Alappuzha,Mango,0.34,Percent,0.35,Percent,,Percent
1999-00,Alappuzha,Nutmeg,15.6,Percent,14.29,Percent,-1.17,Percent
1999-00,Alappuzha,Paddy,0.57,Percent,0.44,Percent,-0.11,Percent
1999-00,Alappuzha,Pappaya,3.49,Percent,3.49,Percent,-0.02,Percent
1999-00,Alappuzha,Pepper,-4.19,Percent,-5.47,Percent,-0.79,Percent
1999-00,Alappuzha,Pineapple,9.78,Percent,3.96,Percent,-5.3,Percent
1999-00,Alappuzha,Plantain,17.58,Percent,19.24,Percent,1.41,Percent
1999-00,Alappuzha,Rubber,0.67,Percent,2.22,Percent,,Percent
1999-00,Alappuzha,Tapioca,-8.22,Percent,4.31,Percent,13.65,Percent
1999-00,Alappuzha,Turmeric,-8.33,Percent,-7.14,Percent,1.29,Percent
1999-00,Ernakulam,Arecanut,9.99,Percent,37.09,Percent,24.49,Percent
1999-00,Ernakulam,Banana,38.8,Percent,,Percent,-27.96,Percent
1999-00,Ernakulam,"Betel leaves",23.53,Percent,23.52,Percent,,Percent
1999-00,Ernakulam,Cashew,14.7,Percent,6.19,Percent,-7.45,Percent
1999-00,Ernakulam,Cloves,8.6,Percent,16.67,Percent,6.15,Percent
1999-00,Ernakulam,Cocoa,15.59,Percent,51.61,Percent,30.92,Percent
1999-00,Ernakulam,Coconut,10.35,Percent,17.68,Percent,6.64,Percent
1999-00,Ernakulam,Ginger,6.11,Percent,29.01,Percent,21.56,Percent
1999-00,Ernakulam,Jack,17.24,Percent,-6.67,Percent,-20.4,Percent
1999-00,Ernakulam,Mango,21.01,Percent,21.01,Percent,,Percent
1999-00,Ernakulam,Nutmeg,18.56,Percent,18.52,Percent,-0.37,Percent
1999-00,Ernakulam,Paddy,-13.75,Percent,-2.61,Percent,12.88,Percent
1999-00,Ernakulam,Pappaya,9,Percent,9.01,Percent,,Percent
1999-00,Ernakulam,Pepper,15.95,Percent,-11.7,Percent,-24.12,Percent
1999-00,Ernakulam,Pineapple,4.97,Percent,-22.41,Percent,-26.09,Percent
1999-00,Ernakulam,Plantain,3.17,Percent,-18.91,Percent,-21.41,Percent
1999-00,Ernakulam,Rubber,0.25,Percent,1.49,Percent,,Percent
1999-00,Ernakulam,Tapioca,2.19,Percent,9.58,Percent,7.23,Percent
1999-00,Ernakulam,Tea,,Percent,,Percent,,Percent
1999-00,Ernakulam,Turmeric,15.83,Percent,15.82,Percent,,Percent
1999-00,Idukki,Arecanut,15.49,Percent,18.62,Percent,2.7,Percent
1999-00,Idukki,Banana,-35.74,Percent,-48.55,Percent,-19.93,Percent
1999-00,Idukki,"Betel leaves",-50,Percent,-50,Percent,,Percent
1999-00,Idukki,Cardamom,-0.06,Percent,33.38,Percent,33.81,Percent
1999-00,Idukki,Cashew,17.32,Percent,-26.31,Percent,-37.1,Percent
1999-00,Idukki,Cloves,18.92,Percent,16.67,Percent,-1.54,Percent
1999-00,Idukki,Cocoa,1.42,Percent,-28.58,Percent,-29.49,Percent
1999-00,Idukki,Coconut,10.5,Percent,5.75,Percent,-4.29,Percent
1999-00,Idukki,Coffee,19.98,Percent,33.33,Percent,,Percent
1999-00,Idukki,Ginger,9.61,Percent,13.61,Percent,3.66,Percent
1999-00,Idukki,Jack,16.22,Percent,56.25,Percent,34.46,Percent
1999-00,Idukki,Mango,13.8,Percent,13.8,Percent,-0.02,Percent
1999-00,Idukki,Nutmeg,17.73,Percent,17.43,Percent,-0.39,Percent
1999-00,Idukki,Paddy,-5.36,Percent,0.68,Percent,6.37,Percent
1999-00,Idukki,Pappaya,5.58,Percent,5.59,Percent,,Percent
1999-00,Idukki,Pepper,15,Percent,-53.6,Percent,-59.66,Percent
1999-00,Idukki,Pineapple,15.69,Percent,96.27,Percent,69.65,Percent
1999-00,Idukki,Plantain,11.06,Percent,-12.22,Percent,-20.96,Percent
1999-00,Idukki,Rubber,0.46,Percent,1.93,Percent,,Percent
1999-00,Idukki,Tapioca,10.64,Percent,4.27,Percent,-5.76,Percent
1999-00,Idukki,Tea,0.36,Percent,12.33,Percent,,Percent
1999-00,Idukki,Turmeric,-33.55,Percent,-33.55,Percent,,Percent
1999-00,Kannur,Arecanut,2.18,Percent,12.94,Percent,10.54,Percent
1999-00,Kannur,Banana,26.63,Percent,8.36,Percent,-14.43,Percent
1999-00,Kannur,"Betel leaves",-40,Percent,-39.99,Percent,,Percent
1999-00,Kannur,Cardamom,,Percent,,Percent,,Percent
1999-00,Kannur,Cashew,-5.54,Percent,39.5,Percent,47.59,Percent
1999-00,Kannur,Cloves,-13.79,Percent,,Percent,17.65,Percent
1999-00,Kannur,Cocoa,-23.94,Percent,-19.74,Percent,5.22,Percent
1999-00,Kannur,Coconut,0.15,Percent,-2.65,Percent,-2.8,Percent
1999-00,Kannur,Ginger,14.01,Percent,24.44,Percent,9.16,Percent
1999-00,Kannur,Jack,9.44,Percent,11.32,Percent,1.73,Percent
1999-00,Kannur,Mango,-4.04,Percent,-4.04,Percent,,Percent
1999-00,Kannur,Nutmeg,-17.65,Percent,-17.5,Percent,0.38,Percent
1999-00,Kannur,Paddy,-15.62,Percent,-12.16,Percent,4.13,Percent
1999-00,Kannur,Pappaya,2.34,Percent,2.34,Percent,0.02,Percent
1999-00,Kannur,Pepper,-0.5,Percent,-34.49,Percent,-34.38,Percent
1999-00,Kannur,Pineapple,-8.35,Percent,-18.89,Percent,-11.51,Percent
1999-00,Kannur,Plantain,-0.23,Percent,8.44,Percent,8.69,Percent
1999-00,Kannur,Rubber,0.75,Percent,5.05,Percent,,Percent
1999-00,Kannur,Tapioca,-15.57,Percent,-30.2,Percent,-17.32,Percent
1999-00,Kannur,Turmeric,5.21,Percent,5.18,Percent,-0.03,Percent
1999-00,Kasaragod,Arecanut,17.6,Percent,39.85,Percent,18.95,Percent
1999-00,Kasaragod,Banana,8.94,Percent,-6.88,Percent,-14.53,Percent
1999-00,Kasaragod,"Betel leaves",15.79,Percent,15.8,Percent,,Percent
1999-00,Kasaragod,Cardamom,,Percent,,Percent,,Percent
1999-00,Kasaragod,Cashew,-8.44,Percent,59.42,Percent,74.26,Percent
1999-00,Kasaragod,Cloves,,Percent,,Percent,,Percent
1999-00,Kasaragod,Cocoa,-4.48,Percent,128.57,Percent,139.23,Percent
1999-00,Kasaragod,Coconut,15.61,Percent,8.01,Percent,-6.58,Percent
1999-00,Kasaragod,Ginger,180.43,Percent,171.98,Percent,-3.03,Percent
1999-00,Kasaragod,Jack,14.75,Percent,-7.69,Percent,-19.55,Percent
1999-00,Kasaragod,Mango,7.84,Percent,7.84,Percent,,Percent
1999-00,Kasaragod,Nutmeg,13.04,Percent,16.67,Percent,3.07,Percent
1999-00,Kasaragod,Paddy,4.72,Percent,-0.22,Percent,-4.75,Percent
1999-00,Kasaragod,Pappaya,9.31,Percent,9.32,Percent,0.02,Percent
1999-00,Kasaragod,Pepper,13.74,Percent,21.83,Percent,6.73,Percent
1999-00,Kasaragod,Pineapple,16.67,Percent,42.82,Percent,22.42,Percent
1999-00,Kasaragod,Plantain,14.11,Percent,23.73,Percent,8.44,Percent
1999-00,Kasaragod,Rubber,1.3,Percent,3.64,Percent,,Percent
1999-00,Kasaragod,Tapioca,17.22,Percent,-8.5,Percent,-21.94,Percent
1999-00,Kasaragod,Turmeric,79.49,Percent,79.1,Percent,-0.23,Percent
1999-00,Kollam,Arecanut,15.15,Percent,-9.48,Percent,-21.44,Percent
1999-00,Kollam,Banana,7.12,Percent,-8.88,Percent,-14.94,Percent
1999-00,Kollam,"Betel leaves",-8.62,Percent,-8.64,Percent,,Percent
1999-00,Kollam,Cashew,-11.12,Percent,-12.2,Percent,-1.2,Percent
1999-00,Kollam,Cloves,-9.43,Percent,,Percent,10.53,Percent
1999-00,Kollam,Cocoa,-20.83,Percent,,Percent,26.24,Percent
1999-00,Kollam,Coconut,5.68,Percent,14,Percent,7.86,Percent
1999-00,Kollam,Ginger,8.6,Percent,-8.87,Percent,-16.07,Percent
1999-00,Kollam,Jack,-8.09,Percent,-18.75,Percent,-11.6,Percent
1999-00,Kollam,Mango,-12.42,Percent,-12.42,Percent,,Percent
1999-00,Kollam,Nutmeg,-10.71,Percent,-13.33,Percent,-2.99,Percent
1999-00,Kollam,Paddy,-0.83,Percent,5.32,Percent,6.17,Percent
1999-00,Kollam,Pappaya,12.52,Percent,12.53,Percent,,Percent
1999-00,Kollam,Pepper,9.87,Percent,15.59,Percent,4.9,Percent
1999-00,Kollam,Pineapple,-17.41,Percent,-8.24,Percent,11.11,Percent
1999-00,Kollam,Plantain,-4.02,Percent,-10.96,Percent,-7.23,Percent
1999-00,Kollam,Rubber,0.49,Percent,2.98,Percent,,Percent
1999-00,Kollam,Tapioca,-8.31,Percent,-11.54,Percent,-3.52,Percent
1999-00,Kollam,Tea,0.08,Percent,0.27,Percent,,Percent
1999-00,Kollam,Turmeric,15,Percent,15.13,Percent,0.07,Percent
1999-00,Kottayam,Arecanut,7.52,Percent,-17.77,Percent,-23.55,Percent
1999-00,Kottayam,Banana,46.44,Percent,7.78,Percent,-26.4,Percent
1999-00,Kottayam,"Betel leaves",66.67,Percent,66.65,Percent,,Percent
1999-00,Kottayam,Cardamom,55.04,Percent,75,Percent,12.9,Percent
1999-00,Kottayam,Cashew,13.25,Percent,-16.26,Percent,-25.91,Percent
1999-00,Kottayam,Cloves,7.89,Percent,12.5,Percent,4.29,Percent
1999-00,Kottayam,Cocoa,-9.99,Percent,69.45,Percent,88.48,Percent
1999-00,Kottayam,Coconut,1.65,Percent,17.54,Percent,15.63,Percent
1999-00,Kottayam,Ginger,2.52,Percent,16.84,Percent,14,Percent
1999-00,Kottayam,Jack,4.89,Percent,,Percent,-4.65,Percent
1999-00,Kottayam,Mango,3.74,Percent,3.74,Percent,,Percent
1999-00,Kottayam,Nutmeg,-5.46,Percent,-5.26,Percent,0.39,Percent
1999-00,Kottayam,Paddy,9.93,Percent,16.19,Percent,5.73,Percent
1999-00,Kottayam,Pappaya,9.74,Percent,9.74,Percent,,Percent
1999-00,Kottayam,Pepper,9.99,Percent,-29.49,Percent,-36.36,Percent
1999-00,Kottayam,Pineapple,7.96,Percent,4.49,Percent,-3.22,Percent
1999-00,Kottayam,Plantain,-4.27,Percent,7.45,Percent,12.24,Percent
1999-00,Kottayam,Rubber,0.34,Percent,1.26,Percent,,Percent
1999-00,Kottayam,Tapioca,11.76,Percent,3.38,Percent,-7.5,Percent
1999-00,Kottayam,Tea,,Percent,-39.78,Percent,,Percent
1999-00,Kottayam,Turmeric,7.1,Percent,6.99,Percent,-0.09,Percent
1999-00,Kozhikode,Arecanut,13.03,Percent,15.49,Percent,2.18,Percent
1999-00,Kozhikode,Banana,9.74,Percent,-3.19,Percent,-11.79,Percent
1999-00,Kozhikode,"Betel leaves",19.05,Percent,19.06,Percent,,Percent
1999-00,Kozhikode,Cardamom,-0.45,Percent,,Percent,,Percent
1999-00,Kozhikode,Cashew,11.29,Percent,10.28,Percent,-0.93,Percent
1999-00,Kozhikode,Cloves,,Percent,,Percent,,Percent
1999-00,Kozhikode,Cocoa,4.66,Percent,-30.6,Percent,-33.72,Percent
1999-00,Kozhikode,Coconut,1.2,Percent,6.01,Percent,4.74,Percent
1999-00,Kozhikode,Ginger,20.59,Percent,11.79,Percent,-7.28,Percent
1999-00,Kozhikode,Jack,5.73,Percent,12.9,Percent,6.81,Percent
1999-00,Kozhikode,Mango,-0.01,Percent,-0.01,Percent,,Percent
1999-00,Kozhikode,Nutmeg,9.33,Percent,10.53,Percent,1.19,Percent
1999-00,Kozhikode,Paddy,-5.09,Percent,11.31,Percent,17.29,Percent
1999-00,Kozhikode,Pappaya,0.76,Percent,0.75,Percent,,Percent
1999-00,Kozhikode,Pepper,-0.89,Percent,-45.07,Percent,-44.73,Percent
1999-00,Kozhikode,Pineapple,10.17,Percent,-13.43,Percent,-21.43,Percent
1999-00,Kozhikode,Plantain,6.64,Percent,22.51,Percent,14.88,Percent
1999-00,Kozhikode,Rubber,0.96,Percent,3.48,Percent,,Percent
1999-00,Kozhikode,Tapioca,17.74,Percent,18.03,Percent,0.24,Percent
1999-00,Kozhikode,Turmeric,9.53,Percent,9.56,Percent,,Percent
1999-00,Malappuram,Arecanut,12.01,Percent,21.49,Percent,8.53,Percent
1999-00,Malappuram,Banana,38.68,Percent,9.65,Percent,-20.93,Percent
1999-00,Malappuram,"Betel leaves",28.93,Percent,28.93,Percent,,Percent
1999-00,Malappuram,Cardamom,,Percent,,Percent,,Percent
1999-00,Malappuram,Cashew,10.37,Percent,35.98,Percent,23.15,Percent
1999-00,Malappuram,Cloves,-12.5,Percent,,Percent,12.7,Percent
1999-00,Malappuram,Cocoa,-11.11,Percent,25,Percent,40.45,Percent
1999-00,Malappuram,Coconut,7.92,Percent,19.5,Percent,10.72,Percent
1999-00,Malappuram,Ginger,26.58,Percent,87.82,Percent,48.4,Percent
1999-00,Malappuram,Jack,11.28,Percent,8,Percent,-2.93,Percent
1999-00,Malappuram,Mango,15.55,Percent,15.55,Percent,,Percent
1999-00,Malappuram,Nutmeg,12.04,Percent,12.73,Percent,0.39,Percent
1999-00,Malappuram,Paddy,-1.36,Percent,-0.53,Percent,0.84,Percent
1999-00,Malappuram,Pappaya,3.54,Percent,3.54,Percent,-0.02,Percent
1999-00,Malappuram,Pepper,11.28,Percent,-20.17,Percent,-28.4,Percent
1999-00,Malappuram,Pineapple,-12.84,Percent,23.07,Percent,41.2,Percent
1999-00,Malappuram,Plantain,11.51,Percent,6.79,Percent,-4.22,Percent
1999-00,Malappuram,Rubber,1.32,Percent,2.73,Percent,,Percent
1999-00,Malappuram,Tapioca,5.57,Percent,10.36,Percent,4.53,Percent
1999-00,Malappuram,Tea,,Percent,,Percent,,Percent
1999-00,Malappuram,Turmeric,29.29,Percent,29.43,Percent,0.14,Percent
1999-00,Palakkad,Arecanut,0.5,Percent,20.77,Percent,20.2,Percent
1999-00,Palakkad,Banana,14.46,Percent,-2.48,Percent,-14.8,Percent
1999-00,Palakkad,"Betel leaves",-33.33,Percent,-33.33,Percent,,Percent
1999-00,Palakkad,Cardamom,-0.31,Percent,2.86,Percent,3.33,Percent
1999-00,Palakkad,Cashew,-2.4,Percent,-13.55,Percent,-11.26,Percent
1999-00,Palakkad,Cloves,-16.67,Percent,,Percent,20.48,Percent
1999-00,Palakkad,Cocoa,-9.38,Percent,44.44,Percent,59.43,Percent
1999-00,Palakkad,Coconut,0.92,Percent,12.37,Percent,11.36,Percent
1999-00,Palakkad,Coffee,,Percent,-3.24,Percent,,Percent
1999-00,Palakkad,Ginger,26.7,Percent,3.12,Percent,-18.61,Percent
1999-00,Palakkad,Jack,3.66,Percent,18.75,Percent,14.56,Percent
1999-00,Palakkad,Mango,-4.68,Percent,-4.68,Percent,,Percent
1999-00,Palakkad,Nutmeg,3.08,Percent,5.88,Percent,2.67,Percent
